id,path,name,hashFile,userID
8ec74ebb-5740-49aa-abec-e4c1c0b36858,/home/talis/Músicas/Greta Van Fleet - Age Of Man.mp3,Greta Van Fleet - Age Of Man.mp3,bf0278f11589f342c0e195210841b9dd37770cfdb82bac7f1f5a152d8a0e862b,d0682ecf-964a-4d2e-8c24-05ce4b32ef99
1643fb36-7a1e-44ae-a21e-a9f4dc6a1b31,/home/talis/Músicas/Greta Van Fleet - The New Day.mp3,Greta Van Fleet - The New Day.mp3,03a957fe2cb7834609b718cf3622d1ae00424f42d9cdeb9b399efe98765a96fc,d0682ecf-964a-4d2e-8c24-05ce4b32ef99
12876ceb-408e-4847-b251-869bb51d33f5,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,8f3cbe35-b96a-44ca-93ab-9da4925d26ab
21c993a2-866c-4d30-aae5-0faca6ba13d5,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,8f3cbe35-b96a-44ca-93ab-9da4925d26ab
127045c1-5901-4f05-aa08-9afdffe51376,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,055f04ba-1ac0-4b65-828a-4e4a499005e4
41d8dda6-7033-4564-a3a5-363649d1f83d,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,055f04ba-1ac0-4b65-828a-4e4a499005e4
c344a4a2-6ab8-43ce-968d-a1cbd6ea1ca2,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,055f04ba-1ac0-4b65-828a-4e4a499005e4
932bc646-4500-445a-ae46-c65d764f3724,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,055f04ba-1ac0-4b65-828a-4e4a499005e4
d4eb3dad-1daa-4729-b226-5b5bb83206e8,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,055f04ba-1ac0-4b65-828a-4e4a499005e4
6e9d1e36-56ed-49bb-8c8a-3bf0f0117699,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,055f04ba-1ac0-4b65-828a-4e4a499005e4
e07bb89a-c6fd-4af5-9227-b7097ea84ecd,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,055f04ba-1ac0-4b65-828a-4e4a499005e4
51a982a0-7789-4644-ab71-41327ab3f6ff,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,055f04ba-1ac0-4b65-828a-4e4a499005e4
be6b03ab-817c-4dfe-99f5-662804bc9edd,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,055f04ba-1ac0-4b65-828a-4e4a499005e4
e7dbc8f2-8ac5-4da8-99c3-20a201271fe1,C:\Users\DELL\Music\my_sosngs\Discovery.mp3,Discovery.mp3,cd29c04a35138f819a4b06575c19c5d2fc17b95c3393509af42e85dc9fb6aa1e,055f04ba-1ac0-4b65-828a-4e4a499005e4
